Customer,Code,Need to update code,Title,Description,Usage,Specifications,Category String2,Category Name - 1,Category Name - 2,Category Name - 3,Category Name - 4,Category Name - 5,Category Name - 6,Category Name - 7,Category Name - 8,Category Name - 9,Featured Image,Product Image File - 1,Product Image URL - 1,Product Image File - 2,Product Image URL - 2,Product Image File - 3,Product Image URL - 3,Product Image File - 4,Product Image URL - 4,Product Image File - 5,Product Image URL - 5,Product Image File - 6,Product Image URL - 6,Product Image File - 7,Product Image URL - 7,Product Image File - 8,Product Image URL - 8,Product Image File - 9,Product Image URL - 9,Product Image File - 10,Product Image URL - 10
Spotlight,D-CT,Y,,<h2>D-CT</h2> <p>Clear nylon ties for permanent attachment of POS material.</p>,,,Spotlight/Display Accessories,Display Accessories,,,,,,,,,http://www.sjdg.com.au/product_images/j/269/D-CT-product__80164.jpg,D-CT.usage1__14197.jpg,http://www.sjdg.com.au/product_images/p/273/D-CT.usage1__14197.jpg,D-CT-product__80164.jpg,http://www.sjdg.com.au/product_images/j/269/D-CT-product__80164.jpg,,,,,,,,,,,,,,,,
Spotlight,D-GFF37,,Gripper Flag Flexible Adh 37mm,<h2>D-GFF37</h2> <p>Flexible gripper to hold POS material to 3mm thick. 25mm base with foam adhesive tape. 37mm long.</p>,,,Spotlight/Display Accessories,Display Accessories,,,,,,,,,http://www.sjdg.com.au/product_images/g/062/D-GFF37-product__28865.jpg,D-GFF37-product__28865.jpg,http://www.sjdg.com.au/product_images/g/062/D-GFF37-product__28865.jpg,,,,,,,,,,,,,,,,,,
Spotlight,D-GFR,,Gripper Flag Rigid,<h2>D-GFR</h2> <p>Clear PVC 38mm high x 20mm wide. Clips into data strip or display stands to hold POS material up to 3mm thick.</p>,,,Spotlight/Display Accessories,Display Accessories,,,,,,,,,http://www.sjdg.com.au/product_images/i/525/D-GFR-usage1__25593.jpg,D-GFR-product__47399.jpg,http://www.sjdg.com.au/product_images/c/649/D-GFR-product__47399.jpg,D-GFR-group__19309.jpg,http://www.sjdg.com.au/product_images/g/257/D-GFR-group__19309.jpg,D-GFR-usage2__49596.jpg,http://www.sjdg.com.au/product_images/g/813/D-GFR-usage2__49596.jpg,D-GFR-usage1__25593.jpg,http://www.sjdg.com.au/product_images/i/525/D-GFR-usage1__25593.jpg,,,,,,,,,,,,
Spotlight,D-GHA,Y,,<h2>D-GHA</h2> <p>Adhesive backed to display POS material on any flat surface. 38mm long.</p>,,,Spotlight/Display Accessories,Display Accessories,,,,,,,,,http://www.sjdg.com.au/product_images/m/738/D-GHA-product__55829.jpg,D-GHA-group__03997.jpg,http://www.sjdg.com.au/product_images/c/973/D-GHA-group__03997.jpg,D-GHA-product__55829.jpg,http://www.sjdg.com.au/product_images/m/738/D-GHA-product__55829.jpg,,,,,,,,,,,,,,,,
Spotlight,D-GHB,,Gripper Holder Basket,"<h2>D-GHB</h2> <p>Clips over baskets, rails and wire to hold POS material. Use 2 per item.</p> <p>Pack of 50</p>",,,Spotlight/Display Accessories,Display Accessories,,,,,,,,,http://www.sjdg.com.au/product_images/i/356/D-GHB-product__57086.jpg,D-GHB-productgroup__71410.jpg,http://www.sjdg.com.au/product_images/h/026/D-GHB-productgroup__71410.jpg,Z-PETFASLC-usage__73887.jpg,http://www.sjdg.com.au/product_images/b/918/Z-PETFASLC-usage__73887.jpg,D-GHB-product__57086.jpg,http://www.sjdg.com.au/product_images/i/356/D-GHB-product__57086.jpg,,,,,,,,,,,,,,
Spotlight,D-GHH,,Gripper Holder Hinged,<h2>D-GHH</h2> <p>Hinged POS holder to clip into datastrip or display stands.</p>,,,Spotlight/Display Accessories,Display Accessories,,,,,,,,,http://www.sjdg.com.au/product_images/w/873/D-GHH-product__11522.jpg,D-GHH-product__11522.jpg,http://www.sjdg.com.au/product_images/w/873/D-GHH-product__11522.jpg,,,,,,,,,,,,,,,,,,
Spotlight,D-GHS,Y,,"<h2>D-GHS</h2> <p><span>POS Gripper Holder 25mm (W) with suction Cup, suitable fo windows, cabinets and shelving, suitable for material up to 2mm.</span></p>",,,Spotlight/Display Accessories,Display Accessories,,,,,,,,,http://www.sjdg.com.au/product_images/c/907/D-GHS-product__73683.jpg,D-GHS-productgroup__50280.jpg,http://www.sjdg.com.au/product_images/y/164/D-GHS-productgroup__50280.jpg,D-GHS-product__73683.jpg,http://www.sjdg.com.au/product_images/c/907/D-GHS-product__73683.jpg,,,,,,,,,,,,,,,,
Spotlight,D-HSCC12BK,,12 Station C/Strip with H/P BK,<p>D-HSCC12BK</p> <p>Black plastic 750mm long with 12 multi clip stations for perforated or non perforated products. 62 x 30mm header plate.</p>,,,Spotlight/Display Accessories,Display Accessories,,,,,,,,,http://www.sjdg.com.au/product_images/u/223/D-HSCC12BK-product__94711.jpg,D-HSCC12BK-product__94711.jpg,http://www.sjdg.com.au/product_images/u/223/D-HSCC12BK-product__94711.jpg,,,,,,,,,,,,,,,,,,
Spotlight,D-HSCC12WE,,Clip Strip 12 Station White,<h2>D-HSCC12WE</h2> <p>White plastic 750mm long with 12 multi clip stations for perforated or non perforated products. 62 x 30mm header plate.</p>,,,Spotlight/Display Accessories,Display Accessories,,,,,,,,,http://www.sjdg.com.au/product_images/f/845/D-HSCC12WE-product__33235.jpg,D-HSCCWE-usage1__93015.jpg,http://www.sjdg.com.au/product_images/v/575/D-HSCCWE-usage1__93015.jpg,D-HSCCWE-usage2__13557.jpg,http://www.sjdg.com.au/product_images/r/381/D-HSCCWE-usage2__13557.jpg,D-HSCC12WE-product__33235.jpg,http://www.sjdg.com.au/product_images/f/845/D-HSCC12WE-product__33235.jpg,,,,,,,,,,,,,,
Spotlight,D-HT400,,Hang tab 400gm Pack 1000,<h2>D-HT400</h2> <p>Clear adhesive backed tab 40mm wide x 35mm high. Use to convert products to hang sell or repair existing hang sells.</p>,,,Spotlight/Display Accessories,Display Accessories,,,,,,,,,http://www.sjdg.com.au/product_images/d/972/D-HT400.line__09995.jpg,D-HT550-product__36504.jpg,http://www.sjdg.com.au/product_images/u/918/D-HT550-product__36504.jpg,D-HT400.line__09995.jpg,http://www.sjdg.com.au/product_images/d/972/D-HT400.line__09995.jpg,,,,,,,,,,,,,,,,
Spotlight,D-HTH,,Hang Tab Hook - Pack of 1000,<h2>D-HTH</h2> <p>Clear adhesive backed hook 40mm high x 38mm wide. Use to convert products to hang sell.</p>,,,Spotlight/Display Accessories,Display Accessories,,,,,,,,,http://www.sjdg.com.au/product_images/g/041/D-HTH__06704.jpg,D-HTH__06704.jpg,http://www.sjdg.com.au/product_images/g/041/D-HTH__06704.jpg,,,,,,,,,,,,,,,,,,
Spotlight,D-HTR,,Reinforcer Tab Pack of 1000,<h2>D-HTR</h2> <p>Clear adhesive backed tab 45mm wide to reinforce existing hang sell products.</p>,,,Spotlight/Display Accessories,Display Accessories,,,,,,,,,http://www.sjdg.com.au/product_images/d/824/D-HTR-product__60325.jpg,D-HTR-product__60325.jpg,http://www.sjdg.com.au/product_images/d/824/D-HTR-product__60325.jpg,,,,,,,,,,,,,,,,,,
Spotlight,D-MSH110,,Magnetic Sign holder 110mm,<h2>D-MSH110</h2> <p>Magnetic Sign Holder 110mm</p>,,,Spotlight/Display Accessories,Display Accessories,,,,,,,,,http://www.sjdg.com.au/product_images/d/327/Z-CSMSH110__03172.jpg,Z-CSMSH110__03172.jpg,http://www.sjdg.com.au/product_images/d/327/Z-CSMSH110__03172.jpg,,,,,,,,,,,,,,,,,,
Spotlight,D-POP1,,Pop Clip Large Spring Clip,<h2>D-POP1</h2> <p>Sprung base to fit 15mm to 30mm diameter rod. Sprung top to hold POS material to 10mm thick.</p>,,,Spotlight/Display Accessories,Display Accessories,,,,,,,,,http://www.sjdg.com.au/product_images/n/607/D-POP1-product1__39875.jpg,D-POP1-product1__39875.jpg,http://www.sjdg.com.au/product_images/n/607/D-POP1-product1__39875.jpg,,,,,,,,,,,,,,,,,,
Spotlight,D-PPA,Y,,"<h2>D-PPA</h2> <p>Clear flexible .18mm thick PVC pockets to hold POS material. 2mm x 5mm diameter hanging holes.</p> <p>Available in A4, A5, A6.</p>",,,Spotlight/Display Accessories,Display Accessories,,,,,,,,,http://www.sjdg.com.au/product_images/o/905/D-PPA-product__56802.jpg,D-PPA-product__49571.jpg,http://www.sjdg.com.au/product_images/n/587/D-PPA-product__49571.jpg,D-PPA-product__56802.jpg,http://www.sjdg.com.au/product_images/o/905/D-PPA-product__56802.jpg,,,,,,,,,,,,,,,,
Spotlight,D-SC40H,,Suction Cup 40mm with Hook,<h2>D-SC40H</h2> <p>40mm clear PVC suction cup with metal hanging hook.</p>,,,Spotlight/Display Accessories,Display Accessories,,,,,,,,,http://www.sjdg.com.au/product_images/s/571/D-SC40H-product__18986.jpg,D-SC40H-productgroup__29737.jpg,http://www.sjdg.com.au/product_images/a/418/D-SC40H-productgroup__29737.jpg,D-SC40H-product__18986.jpg,http://www.sjdg.com.au/product_images/s/571/D-SC40H-product__18986.jpg,,,,,,,,,,,,,,,,
Spotlight,D-SH38,,Metal S-Hook 38mm,<h2>D-SH38</h2> <p>Chrome steel 4.3mm diameter.</p>,,,Spotlight/Display Accessories,Display Accessories,,,,,,,,,http://www.sjdg.com.au/product_images/m/288/D-SH38-product__01251.jpg,D-SH38-productgroup__52011.jpg,http://www.sjdg.com.au/product_images/m/136/D-SH38-productgroup__52011.jpg,D-SH38-product__01251.jpg,http://www.sjdg.com.au/product_images/m/288/D-SH38-product__01251.jpg,,,,,,,,,,,,,,,,
Spotlight,D-STCP100,,Shelf Talker Clip Pack 100,"<h2>D-STCP100</h2> <p class="p1">25mm long clear PVC. Clips into datastrip to hold shelf talkers and POS material.</p> <p class="p1">Pack 100.</p>""h2>D-STCP100</h2> <p class="p1">25mm long clear PVC. Clips into datastrip to hold shelf talkers and POS material.</p>""2>D-STCP100</h2> <p class="p1">25mm long clear PVC. Clips into datastrip to hold shelf ta"">D-STCP100</h2> <p class="p1">25mm long clear PVC. Clips into ""D-STCP100</h2> <p class="p1">25mm lo""-STCP100</h",,,Spotlight/Display Accessories,Display Accessories,,,,,,,,,http://www.sjdg.com.au/product_images/a/327/D-STC-product__84750.jpg,D-STC.line__17189.jpg,http://www.sjdg.com.au/product_images/r/643/D-STC.line__17189.jpg,D-STC-product__84750.jpg,http://www.sjdg.com.au/product_images/a/327/D-STC-product__84750.jpg,,,,,,,,,,,,,,,,
Spotlight,D-SWF,Y,,<p>Spotlight Starburst Shelf Wobbler</p>,,,Spotlight/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/v/901/D-SWF-product__41447.jpg,D-SWF-product__41447.jpg,http://www.sjdg.com.au/product_images/v/901/D-SWF-product__41447.jpg,,,,,,,,,,,,,,,,,,
Spotlight,D-TRM25,,Metal Hinged Ticket Ring 25mm,<h2>D-TRM25</h2> <p>Chrome plated steel with hinge for secure display of hanging POS material.</p> <p>Pack of 20</p>,,,Spotlight/Display Accessories,Display Accessories,,,,,,,,,http://www.sjdg.com.au/product_images/h/204/D-TRM19-group__08834.jpg,D-TRM19-group__08834.jpg,http://www.sjdg.com.au/product_images/h/204/D-TRM19-group__08834.jpg,,,,,,,,,,,,,,,,,,
Spotlight,D-WS150,,Adhesive Wobbler Strip Pk 100,<h2>D-WS150</h2> <p>150mm long clear PVC with adhesive pads on each end to make instant shelf wobbler.</p>,,,Spotlight/Display Accessories,Display Accessories,,,,,,,,,http://www.sjdg.com.au/product_images/m/988/D-WS150__63814.jpg,D-WS150-product__73055.jpg,http://www.sjdg.com.au/product_images/q/694/D-WS150-product__73055.jpg,D-WS150-productgroup__74708.jpg,http://www.sjdg.com.au/product_images/i/500/D-WS150-productgroup__74708.jpg,D-WS150__63814.jpg,http://www.sjdg.com.au/product_images/m/988/D-WS150__63814.jpg,,,,,,,,,,,,,,
Spotlight,F-AHCW,,Wire Hanging Clip L&R pair,<h2>F-AHCW</h2> <p>Clear plastic clips to hang ticket frames (F-FA..) on baskets and display stands.</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/f/761/F-AHCW-product__36324.jpg,F-AHCW-usage1__64787.jpg,http://www.sjdg.com.au/product_images/y/858/F-AHCW-usage1__64787.jpg,F-AHCW-product__36324.jpg,http://www.sjdg.com.au/product_images/f/761/F-AHCW-product__36324.jpg,,,,,,,,,,,,,,,,
Spotlight,F-AJC,,Frame Joiner Clip,<p>F-AJC</p> <p>Clear plastic to join 2 ticket frames (F-FA.) together.</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/m/960/F-AJC-product__22987.jpg,F-AJC-usage__63403.jpg,http://www.sjdg.com.au/product_images/v/212/F-AJC-usage__63403.jpg,F-AJC-product__22987.jpg,http://www.sjdg.com.au/product_images/m/960/F-AJC-product__22987.jpg,,,,,,,,,,,,,,,,
Spotlight,F-APCA,Y,,<h2>F-APCA</h2> <p>.5mm clear PVC folded to protect and enhance POS material.</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/b/770/F-APCA-product__86560.jpg,F-APCA-product__86560.jpg,http://www.sjdg.com.au/product_images/b/770/F-APCA-product__86560.jpg,,,,,,,,,,,,,,,,,,
Spotlight,F-APH,,Frame Card Holder Clip,<h2>F-APH</h2> <p>Clear plastic. Clip onto top of ticket frames (F-FA..) to hold cards and POS material. Use 2 per frame.</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/q/627/F-APH-usage3__29911.jpg,F-APH-product__76281.jpg,http://www.sjdg.com.au/product_images/c/651/F-APH-product__76281.jpg,F-APH-usage1__38940.jpg,http://www.sjdg.com.au/product_images/c/496/F-APH-usage1__38940.jpg,F-APH-usage3__29911.jpg,http://www.sjdg.com.au/product_images/q/627/F-APH-usage3__29911.jpg,,,,,,,,,,,,,,
Spotlight,F-APR10600,,Poster Dowel 10mm 600mm,<h2>F-APR10600</h2> <p>600mm aluminium dowel 10mm diameter with rubber end stops. Can be mounted in frame stands with 10mm t pieces for poster display.</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/w/757/F-APR10600-product__18607.jpg,F-APR10600-usage1__27802.jpg,http://www.sjdg.com.au/product_images/r/189/F-APR10600-usage1__27802.jpg,F-APR10600-product__18607.jpg,http://www.sjdg.com.au/product_images/w/757/F-APR10600-product__18607.jpg,,,,,,,,,,,,,,,,
Spotlight,F-APSA,Y,,<h2>F-APSA</h2> <p>Clear PVC .2mm thick. Use to protect and enhance tickets in frames and displays.</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/g/891/F-APSA-product__70344.jpg,F-APSA-product__70344.jpg,http://www.sjdg.com.au/product_images/g/891/F-APSA-product__70344.jpg,,,,,,,,,,,,,,,,,,
Spotlight,F-ASLC,,Spring Loaded Basket Clamp,<h2>F-ASLC</h2> <p>Spring loaded stem with T piece to attach ticket frames (F-FA..) to display baskets and stands. Rotates 360 degrees.</p>,,,Spotlight/Poster Display Systems ,Poster Display Systems ,,,,,,,,,http://www.sjdg.com.au/product_images/r/136/F-ASLC-product__87721.jpg,F-TASLC-usage2__13316.jpg,http://www.sjdg.com.au/product_images/a/195/F-TASLC-usage2__13316.jpg,F-ASLC-usage1__44307.jpg,http://www.sjdg.com.au/product_images/z/065/F-ASLC-usage1__44307.jpg,F-ASLC-product__87721.jpg,http://www.sjdg.com.au/product_images/r/136/F-ASLC-product__87721.jpg,,,,,,,,,,,,,,
