Category String,Code,Description,Usage,Specifications,Category String2,Category Name - 1,Category Name - 2,Category Name - 3,Category Name - 4,Category Name - 5,Category Name - 6,Category Name - 7,Category Name - 8,Category Name - 9,Featured Image,Product Image File - 1,Product Image URL - 1,Product Image File - 2,Product Image URL - 2,Product Image File - 3,Product Image URL - 3,Product Image File - 4,Product Image URL - 4,Product Image File - 5,Product Image URL - 5,Product Image File - 6,Product Image URL - 6,Product Image File - 7,Product Image URL - 7,Product Image File - 8,Product Image URL - 8,Product Image File - 9,Product Image URL - 9,Product Image File - 10,Product Image URL - 10,Title
Anaconda,S-GSS30895CR,<p>895mm Long. Holds labels to 30mm high. Clear front and back. Clips onto glass shelving up to 10mm wide.</p>,,,Anaconda/Datastrip,Datastrip,,,,,,,,,http://www.sjdg.com.au/product_images/y/063/S-GSS30__77758.jpg,S-GSS30__77758.jpg,http://www.sjdg.com.au/product_images/y/063/S-GSS30__77758.jpg,,,,,,,,,,,,,,,,,,,Glass Shelf Strip 30 x895mm Cr
Anaconda,Z-ACHH, <p>4.5mm clear acrylic to display headlights.</p>,,,Anaconda/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/k/179/Z-ACHH-product__13161.jpg,Z-ACHH-product__13161.jpg,http://www.sjdg.com.au/product_images/k/179/Z-ACHH-product__13161.jpg,,,,,,,,,,,,,,,,,,,Anaconda Headlight Holder
Anaconda,Z-ACKC, <p>Clear plastic Clip to hold security tag.</p>,,,Anaconda/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/g/039/Z-ACKC-product__70913.jpg,Z-ACKC-product__70913.jpg,http://www.sjdg.com.au/product_images/g/039/Z-ACKC-product__70913.jpg,,,,,,,,,,,,,,,,,,,Clear Karabiner Clip
Anaconda,Z-ANBHHPP, <p>Anaconda Blow Up Hat Holder.</p>,,,Anaconda/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/z/515/Z-ANBHHP-product__67959.jpg,Z-ANBHHP-product__67959.jpg,http://www.sjdg.com.au/product_images/z/515/Z-ANBHHP-product__67959.jpg,,,,,,,,,,,,,,,,,,,
Anaconda,Z-ANKDH, <p>4.5mm clear acrylic and chromed steel.</p>,,,Anaconda/Acrylic Display ,Acrylic Display ,,,,,,,,,http://www.sjdg.com.au/product_images/q/448/Z-ANKDHPP-product__97473.jpg,Z-ANKDHPP-product__97473.jpg,http://www.sjdg.com.au/product_images/q/448/Z-ANKDHPP-product__97473.jpg,,,,,,,,,,,,,,,,,,,Anaconda Knife Display Holder
Anaconda,Z-ANSDXXXL," <p>""Text: XXXL"" Orange plastic disks for garment display. 120mm in diameter.</p>",,,Anaconda/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/q/774/Z-ANSD-product__63647.jpg,Z-ANSD-product__63647.jpg,http://www.sjdg.com.au/product_images/q/774/Z-ANSD-product__63647.jpg,,,,,,,,,,,,,,,,,,,Sizing Disc XXXL
Anaconda,Z-ANSDXXS," <p>""Text: XXS"" Orange plastic disks for garment display. 120mm in diameter.</p>",,,Anaconda/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/q/774/Z-ANSD-product__63647.jpg,Z-ANSD-product__63647.jpg,http://www.sjdg.com.au/product_images/q/774/Z-ANSD-product__63647.jpg,,,,,,,,,,,,,,,,,,,Sizing Disc XXS
Anaconda,Z-ANSDM," <p>""Text: M"" Orange plastic disks for garment display. 120mm in diameter.</p>",,,Anaconda/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/q/774/Z-ANSD-product__63647.jpg,Z-ANSD-product__63647.jpg,http://www.sjdg.com.au/product_images/q/774/Z-ANSD-product__63647.jpg,,,,,,,,,,,,,,,,,,,Sizing Disc M
Anaconda,Z-ANSDS," <p>""Text: S"" Orange plastic disks for garment display. 120mm in diameter.</p>",,,Anaconda/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/q/774/Z-ANSD-product__63647.jpg,Z-ANSD-product__63647.jpg,http://www.sjdg.com.au/product_images/q/774/Z-ANSD-product__63647.jpg,,,,,,,,,,,,,,,,,,,Sizing Disc S
Anaconda,Z-ANSDXL," <p>""Text: XL"" Orange plastic disks for garment display. 120mm in diameter.</p>",,,Anaconda/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/q/774/Z-ANSD-product__63647.jpg,Z-ANSD-product__63647.jpg,http://www.sjdg.com.au/product_images/q/774/Z-ANSD-product__63647.jpg,,,,,,,,,,,,,,,,,,,Sizing Disc XL
Anaconda,Z-ANSDXS," <p>""Text: XS"" Orange plastic disks for garment display. 120mm in diameter.</p>",,,Anaconda/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/q/774/Z-ANSD-product__63647.jpg,Z-ANSD-product__63647.jpg,http://www.sjdg.com.au/product_images/q/774/Z-ANSD-product__63647.jpg,,,,,,,,,,,,,,,,,,,Sizing Disc XS
Anaconda,Z-ANSDXXL," <p>""Text: XXL"" Orange plastic disks for garment display. 120mm in diameter.</p>",,,Anaconda/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/q/774/Z-ANSD-product__63647.jpg,Z-ANSD-product__63647.jpg,http://www.sjdg.com.au/product_images/q/774/Z-ANSD-product__63647.jpg,,,,,,,,,,,,,,,,,,,Sizing Disc XXL
Anaconda,Z-ANSD4," <p>""Text: 4"" Orange plastic disks for garment display. 120mm in diameter.</p>",,,Anaconda/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/q/774/Z-ANSD-product__63647.jpg,Z-ANSD-product__63647.jpg,http://www.sjdg.com.au/product_images/q/774/Z-ANSD-product__63647.jpg,,,,,,,,,,,,,,,,,,,Sizing Disc 4
Anaconda,Z-ANSD6," <p>""Text: 6"" Orange plastic disks for garment display. 120mm in diameter.</p>",,,Anaconda/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/q/774/Z-ANSD-product__63647.jpg,Z-ANSD-product__63647.jpg,http://www.sjdg.com.au/product_images/q/774/Z-ANSD-product__63647.jpg,,,,,,,,,,,,,,,,,,,Sizing Disc 6
Anaconda,Z-ANSD8," <p>""Text: 8"" Orange plastic disks for garment display. 120mm in diameter.</p>",,,Anaconda/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/q/774/Z-ANSD-product__63647.jpg,Z-ANSD-product__63647.jpg,http://www.sjdg.com.au/product_images/q/774/Z-ANSD-product__63647.jpg,,,,,,,,,,,,,,,,,,,Sizing Disc 8
Anaconda,Z-ANSDL," <p>""Text: L"" Orange plastic disks for garment display. 120mm in diameter.</p>",,,Anaconda/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/q/774/Z-ANSD-product__63647.jpg,Z-ANSD-product__63647.jpg,http://www.sjdg.com.au/product_images/q/774/Z-ANSD-product__63647.jpg,,,,,,,,,,,,,,,,,,,Sizing Disc L
Anaconda,Z-ANSD18," <p>""Text: 18"" Orange plastic disks for garment display. 120mm in diameter.</p>",,,Anaconda/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/q/774/Z-ANSD-product__63647.jpg,Z-ANSD-product__63647.jpg,http://www.sjdg.com.au/product_images/q/774/Z-ANSD-product__63647.jpg,,,,,,,,,,,,,,,,,,,Sizing Disc 18
Anaconda,Z-ANSD16," <p>""Text: 16"" Orange plastic disks for garment display. 120mm in diameter.</p>",,,Anaconda/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/q/774/Z-ANSD-product__63647.jpg,Z-ANSD-product__63647.jpg,http://www.sjdg.com.au/product_images/q/774/Z-ANSD-product__63647.jpg,,,,,,,,,,,,,,,,,,,Sizing Disc 16
Anaconda,Z-ANSD14," <p>""Text: 14"" Orange plastic disks for garment display. 120mm in diameter.</p>",,,Anaconda/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/q/774/Z-ANSD-product__63647.jpg,Z-ANSD-product__63647.jpg,http://www.sjdg.com.au/product_images/q/774/Z-ANSD-product__63647.jpg,,,,,,,,,,,,,,,,,,,Sizing Disc 14
Anaconda,Z-ANSD12," <p>""Text: 12"" Orange plastic disks for garment display. 120mm in diameter.</p>",,,Anaconda/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/q/774/Z-ANSD-product__63647.jpg,Z-ANSD-product__63647.jpg,http://www.sjdg.com.au/product_images/q/774/Z-ANSD-product__63647.jpg,,,,,,,,,,,,,,,,,,,Sizing Disc 12
Anaconda,Z-ANSD10," <p>""Text: 10"" Orange plastic disks for garment display. 120mm in diameter.</p>",,,Anaconda/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/q/774/Z-ANSD-product__63647.jpg,Z-ANSD-product__63647.jpg,http://www.sjdg.com.au/product_images/q/774/Z-ANSD-product__63647.jpg,,,,,,,,,,,,,,,,,,,Sizing Disc 10
Anaconda,Z-ANTPH, <p>Anaconda Tent Pole Holder Set</p>,,,Anaconda/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/w/741/Z-ANTPH-product2__55129.jpg,Z-ANTPH-product2__55129.jpg,http://www.sjdg.com.au/product_images/w/741/Z-ANTPH-product2__55129.jpg,,,,,,,,,,,,,,,,,,,
Anaconda,Z-SPCFBS, <p>Customer Enquiry Box/Order form entry box.</p>,,,Anaconda/Acrylic Display ,Acrylic Display ,,,,,,,,,http://www.sjdg.com.au/product_images/k/212/Z-SPCFBS__54659.jpg,Z-SPCFBS__54659.jpg,http://www.sjdg.com.au/product_images/k/212/Z-SPCFBS__54659.jpg,,,,,,,,,,,,,,,,,,,Customer Feedback Stand Custom
Anaconda,Z-SPFDSASH," <p><span id=""DataGrid1__ctl4_ProductShort"" class=""ProductSizeDescription"">Acrylic Sheets for holding posters in front door signs.</span></p>",,,Anaconda/Retail Equipment,Retail Equipment,,,,,,,,,http://www.sjdg.com.au/product_images/z/512/Z-SPFDSASH-product__89976.jpg,Z-SPFDSASH-usage1__55467.jpg,http://www.sjdg.com.au/product_images/k/728/Z-SPFDSASH-usage1__55467.jpg,Z-SPFDSASH-product__89976.jpg,http://www.sjdg.com.au/product_images/z/512/Z-SPFDSASH-product__89976.jpg,,,,,,,,,,,,,,,,,Acrylic Sheets Front Door Stds
Anaconda,Z-SPFR40870," <p>40mm x 870mm Clips to Shelf Acrylic Front Riser, use canoe clips (D-CC0268) displayed in this category - you will need 4 canoe clips to fix the 870mm length and 5 canoe clips to fix the 1170mm length.</p>",,,Anaconda/Shelf Management,Shelf Management,,,,,,,,,http://www.sjdg.com.au/product_images/w/698/Z-SPFR40__19499.jpg,Z-SPFR40__19499.jpg,http://www.sjdg.com.au/product_images/w/698/Z-SPFR40__19499.jpg,,,,,,,,,,,,,,,,,,,Front Riser 40mm x 870mm
Anaconda,Z-SPFR401170," <p>40mm x 1170mm Clips to Shelf Acrylic Front Riser, use canoe clips (D-CC0268) displayed in this category - you will need 4 canoe clips to fix the 870mm length and 5 canoe clips to fix the 1170mm length.</p>",,,Anaconda/Shelf Management,Shelf Management,,,,,,,,,http://www.sjdg.com.au/product_images/w/698/Z-SPFR40__19499.jpg,Z-SPFR40__19499.jpg,http://www.sjdg.com.au/product_images/w/698/Z-SPFR40__19499.jpg,,,,,,,,,,,,,,,,,,,Front Riser 40mm x 1170mm
